accession	organism	length	status
A0A098D1J7	Gibberella zeae (strain ATCC MYA-4620 / CBS 123657 / FGSC 9075 / NRRL 31084 / PH-1) (Wheat head blight fungus) (Fusarium graminearum)	529	unlabelled_candidate_not_verified_negative
A0A098D1P1	Gibberella zeae (strain ATCC MYA-4620 / CBS 123657 / FGSC 9075 / NRRL 31084 / PH-1) (Wheat head blight fungus) (Fusarium graminearum)	7839	unlabelled_candidate_not_verified_negative
A0A098D6U0	Gibberella zeae (strain ATCC MYA-4620 / CBS 123657 / FGSC 9075 / NRRL 31084 / PH-1) (Wheat head blight fungus) (Fusarium graminearum)	2038	unlabelled_candidate_not_verified_negative
A0A098D8A0	Gibberella zeae (strain ATCC MYA-4620 / CBS 123657 / FGSC 9075 / NRRL 31084 / PH-1) (Wheat head blight fungus) (Fusarium graminearum)	2352	unlabelled_candidate_not_verified_negative
A0A098DDI1	Gibberella zeae (strain ATCC MYA-4620 / CBS 123657 / FGSC 9075 / NRRL 31084 / PH-1) (Wheat head blight fungus) (Fusarium graminearum)	511	unlabelled_candidate_not_verified_negative
A0A098DDI4	Gibberella zeae (strain ATCC MYA-4620 / CBS 123657 / FGSC 9075 / NRRL 31084 / PH-1) (Wheat head blight fungus) (Fusarium graminearum)	522	unlabelled_candidate_not_verified_negative
A0A098DJ84	Gibberella zeae (strain ATCC MYA-4620 / CBS 123657 / FGSC 9075 / NRRL 31084 / PH-1) (Wheat head blight fungus) (Fusarium graminearum)	534	unlabelled_candidate_not_verified_negative
A0A098DME4	Gibberella zeae (strain ATCC MYA-4620 / CBS 123657 / FGSC 9075 / NRRL 31084 / PH-1) (Wheat head blight fungus) (Fusarium graminearum)	466	unlabelled_candidate_not_verified_negative
A0A098DPY0	Gibberella zeae (strain ATCC MYA-4620 / CBS 123657 / FGSC 9075 / NRRL 31084 / PH-1) (Wheat head blight fungus) (Fusarium graminearum)	397	unlabelled_candidate_not_verified_negative
A0A098DRK7	Gibberella zeae (strain ATCC MYA-4620 / CBS 123657 / FGSC 9075 / NRRL 31084 / PH-1) (Wheat head blight fungus) (Fusarium graminearum)	469	unlabelled_candidate_not_verified_negative
A0A098DRQ4	Gibberella zeae (strain ATCC MYA-4620 / CBS 123657 / FGSC 9075 / NRRL 31084 / PH-1) (Wheat head blight fungus) (Fusarium graminearum)	617	unlabelled_candidate_not_verified_negative
A0A098DT87	Gibberella zeae (strain ATCC MYA-4620 / CBS 123657 / FGSC 9075 / NRRL 31084 / PH-1) (Wheat head blight fungus) (Fusarium graminearum)	646	unlabelled_candidate_not_verified_negative
A0A0A0RM07	Phaeosphaeria nodorum (strain SN15 / ATCC MYA-4574 / FGSC 10173) (Glume blotch fungus) (Parastagonospora nodorum)	1785	unlabelled_candidate_not_verified_negative
A0A0A1EA36	Fusarium oxysporum (Fusarium vascular wilt)	3132	unlabelled_candidate_not_verified_negative
A0A0A2IBN3	Penicillium expansum (Blue mold rot fungus)	276	unlabelled_candidate_not_verified_negative
A0A0A2IBP6	Penicillium expansum (Blue mold rot fungus)	518	unlabelled_candidate_not_verified_negative
A0A0A2IBU9	Penicillium expansum (Blue mold rot fungus)	703	unlabelled_candidate_not_verified_negative
A0A0A2IC94	Penicillium expansum (Blue mold rot fungus)	140	unlabelled_candidate_not_verified_negative
A0A0A2IDH4	Penicillium expansum (Blue mold rot fungus)	454	unlabelled_candidate_not_verified_negative
A0A0A2IJP3	Penicillium expansum (Blue mold rot fungus)	370	unlabelled_candidate_not_verified_negative
A0A0A2IRW3	Penicillium expansum (Blue mold rot fungus)	580	unlabelled_candidate_not_verified_negative
A0A0A2J1Z6	Penicillium expansum (Blue mold rot fungus)	1048	unlabelled_candidate_not_verified_negative
A0A0A2J434	Penicillium expansum (Blue mold rot fungus)	109	unlabelled_candidate_not_verified_negative
A0A0A2J5U8	Penicillium expansum (Blue mold rot fungus)	481	unlabelled_candidate_not_verified_negative
A0A0A2J621	Penicillium expansum (Blue mold rot fungus)	384	unlabelled_candidate_not_verified_negative
A0A0A2J9B0	Penicillium expansum (Blue mold rot fungus)	1116	unlabelled_candidate_not_verified_negative
A0A0A2J9B3	Penicillium expansum (Blue mold rot fungus)	458	unlabelled_candidate_not_verified_negative
A0A0A2JAR6	Penicillium expansum (Blue mold rot fungus)	276	unlabelled_candidate_not_verified_negative
A0A0A2JB87	Penicillium expansum (Blue mold rot fungus)	331	unlabelled_candidate_not_verified_negative
A0A0A2JC26	Penicillium expansum (Blue mold rot fungus)	614	unlabelled_candidate_not_verified_negative
A0A0A2JFC6	Penicillium expansum (Blue mold rot fungus)	769	unlabelled_candidate_not_verified_negative
A0A0A2JH00	Penicillium expansum (Blue mold rot fungus)	376	unlabelled_candidate_not_verified_negative
A0A0A2JK41	Penicillium expansum (Blue mold rot fungus)	97	unlabelled_candidate_not_verified_negative
A0A0A2JP37	Penicillium expansum (Blue mold rot fungus)	1500	unlabelled_candidate_not_verified_negative
A0A0A2JP58	Penicillium expansum (Blue mold rot fungus)	389	unlabelled_candidate_not_verified_negative
A0A0A2JSZ6	Penicillium expansum (Blue mold rot fungus)	156	unlabelled_candidate_not_verified_negative
A0A0A2JT36	Penicillium expansum (Blue mold rot fungus)	543	unlabelled_candidate_not_verified_negative
A0A0A2JVV3	Penicillium expansum (Blue mold rot fungus)	1444	unlabelled_candidate_not_verified_negative
A0A0A2JW88	Penicillium expansum (Blue mold rot fungus)	465	unlabelled_candidate_not_verified_negative
A0A0A2JW91	Penicillium expansum (Blue mold rot fungus)	2363	unlabelled_candidate_not_verified_negative
A0A0A2JW93	Penicillium expansum (Blue mold rot fungus)	953	unlabelled_candidate_not_verified_negative
A0A0A2JWD0	Penicillium expansum (Blue mold rot fungus)	453	unlabelled_candidate_not_verified_negative
A0A0A2JWD5	Penicillium expansum (Blue mold rot fungus)	466	unlabelled_candidate_not_verified_negative
A0A0A2JY25	Penicillium expansum (Blue mold rot fungus)	495	unlabelled_candidate_not_verified_negative
A0A0A2JY30	Penicillium expansum (Blue mold rot fungus)	242	unlabelled_candidate_not_verified_negative
A0A0A2JYK3	Penicillium expansum (Blue mold rot fungus)	333	unlabelled_candidate_not_verified_negative
A0A0A2K2F6	Penicillium expansum (Blue mold rot fungus)	604	unlabelled_candidate_not_verified_negative
A0A0A2K2W7	Penicillium expansum (Blue mold rot fungus)	300	unlabelled_candidate_not_verified_negative
A0A0A2K5R6	Penicillium expansum (Blue mold rot fungus)	482	unlabelled_candidate_not_verified_negative
A0A0A2K6S6	Penicillium expansum (Blue mold rot fungus)	786	unlabelled_candidate_not_verified_negative
A0A0A2K7M3	Penicillium expansum (Blue mold rot fungus)	227	unlabelled_candidate_not_verified_negative
A0A0A2KDU4	Penicillium expansum (Blue mold rot fungus)	231	unlabelled_candidate_not_verified_negative
A0A0A2KE57	Penicillium expansum (Blue mold rot fungus)	241	unlabelled_candidate_not_verified_negative
A0A0A2KI06	Penicillium expansum (Blue mold rot fungus)	170	unlabelled_candidate_not_verified_negative
A0A0A2KMZ4	Penicillium expansum (Blue mold rot fungus)	463	unlabelled_candidate_not_verified_negative
A0A0A2KT65	Penicillium expansum (Blue mold rot fungus)	2138	unlabelled_candidate_not_verified_negative
A0A0A7AAW9	Flammulina velutipes (Agaricus velutipes)	724	unlabelled_candidate_not_verified_negative
A0A0A7EQR3	Cerrena unicolor (Canker rot fungus) (Daedalea unicolor)	474	unlabelled_candidate_not_verified_negative
A0A0A7HJC7	Hapsidospora chrysogena (Acremonium chrysogenum)	376	unlabelled_candidate_not_verified_negative
A0A0A7LRQ7	Epicoccum sorghinum (Endophyte fungus) (Phoma sorghina)	642	unlabelled_candidate_not_verified_negative
A0A0A8IDB7	Coprinopsis cinerea (Inky cap fungus) (Hormographiella aspergillata)	726	unlabelled_candidate_not_verified_negative
A0A0B2WJN5	Metarhizium album (strain ARSEF 1941)	602	unlabelled_candidate_not_verified_negative
A0A0B2XG51	Metarhizium robertsii (strain ARSEF 23 / ATCC MYA-3075) (Metarhizium anisopliae (strain ARSEF 23))	368	unlabelled_candidate_not_verified_negative
A0A0B2XGM8	Metarhizium robertsii (strain ARSEF 23 / ATCC MYA-3075) (Metarhizium anisopliae (strain ARSEF 23))	109	unlabelled_candidate_not_verified_negative
A0A0B4EB91	Metarhizium anisopliae (strain ARSEF 549)	355	unlabelled_candidate_not_verified_negative
A0A0B4ESU9	Metarhizium brunneum (strain ARSEF 3297)	2148	unlabelled_candidate_not_verified_negative
A0A0B4F1I0	Metarhizium anisopliae (strain ARSEF 549)	612	unlabelled_candidate_not_verified_negative
A0A0B4F5S2	Metarhizium brunneum (strain ARSEF 3297)	613	unlabelled_candidate_not_verified_negative
A0A0B4FAW4	Metarhizium anisopliae (strain ARSEF 549)	190	unlabelled_candidate_not_verified_negative
A0A0B4FLB2	Metarhizium anisopliae (strain ARSEF 549)	2155	unlabelled_candidate_not_verified_negative
A0A0B4FTU6	Metarhizium anisopliae (strain ARSEF 549)	2148	unlabelled_candidate_not_verified_negative
A0A0B4FWC3	Metarhizium brunneum (strain ARSEF 3297)	332	unlabelled_candidate_not_verified_negative
A0A0B4G3Q7	Metarhizium brunneum (strain ARSEF 3297)	342	unlabelled_candidate_not_verified_negative
A0A0B4G9F9	Metarhizium guizhouense (strain ARSEF 977)	2148	unlabelled_candidate_not_verified_negative
A0A0B4GDU5	Metarhizium brunneum (strain ARSEF 3297)	744	unlabelled_candidate_not_verified_negative
A0A0B4GLB5	Metarhizium guizhouense (strain ARSEF 977)	613	unlabelled_candidate_not_verified_negative
A0A0B4GN88	Metarhizium guizhouense (strain ARSEF 977)	348	unlabelled_candidate_not_verified_negative
A0A0B4GU97	Metarhizium guizhouense (strain ARSEF 977)	267	unlabelled_candidate_not_verified_negative
A0A0B4H4F0	Metarhizium majus (strain ARSEF 297)	2149	unlabelled_candidate_not_verified_negative
A0A0B4H8J1	Metarhizium brunneum (strain ARSEF 3297)	2157	unlabelled_candidate_not_verified_negative
A0A0B4HM53	Metarhizium majus (strain ARSEF 297)	174	unlabelled_candidate_not_verified_negative
A0A0B4HQH6	Metarhizium majus (strain ARSEF 297)	614	unlabelled_candidate_not_verified_negative
A0A0B4I1J8	Metarhizium majus (strain ARSEF 297)	2158	unlabelled_candidate_not_verified_negative
A0A0B4I1L1	Metarhizium guizhouense (strain ARSEF 977)	2157	unlabelled_candidate_not_verified_negative
A0A0B4IF96	Metarhizium majus (strain ARSEF 297)	355	unlabelled_candidate_not_verified_negative
A0A0B5EMG9	Fusarium oxysporum (Fusarium vascular wilt)	593	unlabelled_candidate_not_verified_negative
A0A0B5JC15	Humicola insolens (Soft-rot fungus)	291	unlabelled_candidate_not_verified_negative
A0A0B5KU17	Penicillium brevicompactum	2190	unlabelled_candidate_not_verified_negative
A0A0B5KYT4	Penicillium brevicompactum	853	unlabelled_candidate_not_verified_negative
A0A0B5L585	Penicillium brevicompactum	548	unlabelled_candidate_not_verified_negative
A0A0B5L778	Penicillium brevicompactum	331	unlabelled_candidate_not_verified_negative
A0A0B5L781	Penicillium brevicompactum	398	unlabelled_candidate_not_verified_negative
A0A0B5L7R4	Botrytis cinerea (strain B05.10) (Noble rot fungus) (Botryotinia fuckeliana)	327	unlabelled_candidate_not_verified_negative
A0A0B5LB52	Penicillium brevicompactum	423	unlabelled_candidate_not_verified_negative
A0A0B5LB55	Penicillium brevicompactum	433	unlabelled_candidate_not_verified_negative
A0A0B7P221	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	28	unlabelled_candidate_not_verified_negative
A0A0B7P3V8	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1104	unlabelled_candidate_not_verified_negative
A0A0C1BUW8	Aspergillus ustus	947	unlabelled_candidate_not_verified_negative
A0A0C1BUX3	Aspergillus ustus	546	unlabelled_candidate_not_verified_negative
A0A0C1BV72	Aspergillus ustus	462	unlabelled_candidate_not_verified_negative
A0A0C1BWC7	Aspergillus ustus	470	unlabelled_candidate_not_verified_negative
A0A0C1C2W0	Aspergillus ustus	457	unlabelled_candidate_not_verified_negative
A0A0C1C427	Aspergillus ustus	486	unlabelled_candidate_not_verified_negative
A0A0C1E1C6	Aspergillus ustus	285	unlabelled_candidate_not_verified_negative
A0A0C1E1D0	Aspergillus ustus	523	unlabelled_candidate_not_verified_negative
A0A0C1E1L9	Aspergillus ustus	575	unlabelled_candidate_not_verified_negative
A0A0C1E2S7	Aspergillus ustus	483	unlabelled_candidate_not_verified_negative
A0A0C1E3B7	Aspergillus ustus	2059	unlabelled_candidate_not_verified_negative
A0A0C1E3C9	Aspergillus ustus	2367	unlabelled_candidate_not_verified_negative
A0A0C1E5A5	Aspergillus ustus	380	unlabelled_candidate_not_verified_negative
A0A0C1E5J2	Aspergillus ustus	420	unlabelled_candidate_not_verified_negative
A0A0C1E5J8	Aspergillus ustus	3901	unlabelled_candidate_not_verified_negative
A0A0C1E6T8	Aspergillus ustus	2053	unlabelled_candidate_not_verified_negative
A0A0C1EFC5	Aspergillus ustus	649	unlabelled_candidate_not_verified_negative
A0A0C1EFK1	Aspergillus ustus	274	unlabelled_candidate_not_verified_negative
A0A0C1EH92	Aspergillus ustus	535	unlabelled_candidate_not_verified_negative
A0A0C2S258	Amanita muscaria (strain Koide BX008)	628	unlabelled_candidate_not_verified_negative
A0A0C2SRU5	Amanita muscaria (strain Koide BX008)	206	unlabelled_candidate_not_verified_negative
A0A0C2W6G2	Amanita muscaria (strain Koide BX008)	520	unlabelled_candidate_not_verified_negative
A0A0C2W6G6	Amanita muscaria (strain Koide BX008)	561	unlabelled_candidate_not_verified_negative
A0A0C2WKN2	Amanita muscaria (strain Koide BX008)	535	unlabelled_candidate_not_verified_negative
A0A0C2WKN7	Amanita muscaria (strain Koide BX008)	605	unlabelled_candidate_not_verified_negative
A0A0C3D4E3	Oidiodendron maius (strain Zn)	93	unlabelled_candidate_not_verified_negative
A0A0C3FBR2	Piloderma croceum (strain F 1598)	345	unlabelled_candidate_not_verified_negative
A0A0C3HJL3	Oidiodendron maius (strain Zn)	1073	unlabelled_candidate_not_verified_negative
A0A0C3RR82	Phlebiopsis gigantea (strain 11061_1 CR5-6) (White-rot fungus) (Peniophora gigantea)	556	unlabelled_candidate_not_verified_negative
A0A0C4VYV1	Ophiocordyceps sp. (strain BCC 1869) (Entomopathogenic fungus)	449	unlabelled_candidate_not_verified_negative
A0A0C6DUU3	Neocamarosporium betae (Beet black rot fungus) (Pleospora betae)	521	unlabelled_candidate_not_verified_negative
A0A0C6DWS6	Neocamarosporium betae (Beet black rot fungus) (Pleospora betae)	364	unlabelled_candidate_not_verified_negative
A0A0C6E0I7	Neocamarosporium betae (Beet black rot fungus) (Pleospora betae)	2904	unlabelled_candidate_not_verified_negative
A0A0C6E5D0	Neocamarosporium betae (Beet black rot fungus) (Pleospora betae)	586	unlabelled_candidate_not_verified_negative
A0A0C9VD04	Sphaerobolus stellatus (strain SS14)	347	unlabelled_candidate_not_verified_negative
A0A0D1BUH6	Mycosarcoma maydis (Corn smut fungus) (Ustilago maydis)	1382	unlabelled_candidate_not_verified_negative
A0A0D1BUI1	Mycosarcoma maydis (Corn smut fungus) (Ustilago maydis)	300	unlabelled_candidate_not_verified_negative
A0A0D1BZL3	Mycosarcoma maydis (Corn smut fungus) (Ustilago maydis)	118	unlabelled_candidate_not_verified_negative
A0A0D1C1H8	Mycosarcoma maydis (Corn smut fungus) (Ustilago maydis)	412	unlabelled_candidate_not_verified_negative
A0A0D1C5X6	Mycosarcoma maydis (Corn smut fungus) (Ustilago maydis)	86	unlabelled_candidate_not_verified_negative
A0A0D1C6P2	Mycosarcoma maydis (Corn smut fungus) (Ustilago maydis)	523	unlabelled_candidate_not_verified_negative
A0A0D1C8Z4	Mycosarcoma maydis (Corn smut fungus) (Ustilago maydis)	175	unlabelled_candidate_not_verified_negative
A0A0D1CD96	Mycosarcoma maydis (Corn smut fungus) (Ustilago maydis)	660	unlabelled_candidate_not_verified_negative
A0A0D1CFF0	Mycosarcoma maydis (Corn smut fungus) (Ustilago maydis)	578	unlabelled_candidate_not_verified_negative
A0A0D1CHL0	Mycosarcoma maydis (Corn smut fungus) (Ustilago maydis)	326	unlabelled_candidate_not_verified_negative
A0A0D1CKI0	Mycosarcoma maydis (Corn smut fungus) (Ustilago maydis)	828	unlabelled_candidate_not_verified_negative
A0A0D1CLQ4	Mycosarcoma maydis (Corn smut fungus) (Ustilago maydis)	1066	unlabelled_candidate_not_verified_negative
A0A0D1CRC9	Mycosarcoma maydis (Corn smut fungus) (Ustilago maydis)	534	unlabelled_candidate_not_verified_negative
A0A0D1CRD0	Mycosarcoma maydis (Corn smut fungus) (Ustilago maydis)	550	unlabelled_candidate_not_verified_negative
A0A0D1CVS5	Mycosarcoma maydis (Corn smut fungus) (Ustilago maydis)	624	unlabelled_candidate_not_verified_negative
A0A0D1CVX2	Mycosarcoma maydis (Corn smut fungus) (Ustilago maydis)	335	unlabelled_candidate_not_verified_negative
A0A0D1CY03	Mycosarcoma maydis (Corn smut fungus) (Ustilago maydis)	472	unlabelled_candidate_not_verified_negative
A0A0D1CZ63	Mycosarcoma maydis (Corn smut fungus) (Ustilago maydis)	1337	unlabelled_candidate_not_verified_negative
A0A0D1DMJ6	Mycosarcoma maydis (Corn smut fungus) (Ustilago maydis)	757	unlabelled_candidate_not_verified_negative
A0A0D1DMJ7	Mycosarcoma maydis (Corn smut fungus) (Ustilago maydis)	640	unlabelled_candidate_not_verified_negative
A0A0D1DMK2	Mycosarcoma maydis (Corn smut fungus) (Ustilago maydis)	115	unlabelled_candidate_not_verified_negative
A0A0D1DNX1	Mycosarcoma maydis (Corn smut fungus) (Ustilago maydis)	3704	unlabelled_candidate_not_verified_negative
A0A0D1DRJ3	Mycosarcoma maydis (Corn smut fungus) (Ustilago maydis)	2121	unlabelled_candidate_not_verified_negative
A0A0D1DT62	Mycosarcoma maydis (Corn smut fungus) (Ustilago maydis)	535	unlabelled_candidate_not_verified_negative
A0A0D1DT68	Mycosarcoma maydis (Corn smut fungus) (Ustilago maydis)	383	unlabelled_candidate_not_verified_negative
A0A0D1DUA6	Mycosarcoma maydis (Corn smut fungus) (Ustilago maydis)	1025	unlabelled_candidate_not_verified_negative
A0A0D1DWZ5	Mycosarcoma maydis (Corn smut fungus) (Ustilago maydis)	792	unlabelled_candidate_not_verified_negative
A0A0D1DXB8	Mycosarcoma maydis (Corn smut fungus) (Ustilago maydis)	1416	unlabelled_candidate_not_verified_negative
A0A0D1DYJ6	Mycosarcoma maydis (Corn smut fungus) (Ustilago maydis)	619	unlabelled_candidate_not_verified_negative
A0A0D1DZT6	Mycosarcoma maydis (Corn smut fungus) (Ustilago maydis)	596	unlabelled_candidate_not_verified_negative
A0A0D1DZV5	Mycosarcoma maydis (Corn smut fungus) (Ustilago maydis)	615	unlabelled_candidate_not_verified_negative
